sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"ACBD4","Approved symbol","ACBD4","acyl-CoA binding domain containing 4","HGNC:23337","17q21.31"
"ACBD5","Approved symbol","ACBD5","acyl-CoA binding domain containing 5","HGNC:23338","10p12.1"
"ACBD6","Approved symbol","ACBD6","acyl-CoA binding domain containing 6","HGNC:23339","1q25.2-q25.3"
"ACBD7","Approved symbol","ACBD7","acyl-CoA binding domain containing 7","HGNC:17715","10p13"
"ACCS","Approved symbol","ACCS","1-aminocyclopropane-1-carboxylate synthase homolog (inactive)","HGNC:23989","11p11.2"
"ACD","Approved symbol","ACD","ACD shelterin complex subunit and telomerase recruitment factor","HGNC:25070","16q22.1"
"ACE","Approved symbol","ACE","angiotensin I converting enzyme","HGNC:2707","17q23.3"
"ACER1","Approved symbol","ACER1","alkaline ceramidase 1","HGNC:18356","19p13.3"
"ACER2","Approved symbol","ACER2","alkaline ceramidase 2","HGNC:23675","9p22.1"
"ACER3","Approved symbol","ACER3","alkaline ceramidase 3","HGNC:16066","11q13.5"
"ACHE","Approved symbol","ACHE","acetylcholinesterase (Cartwright blood group)","HGNC:108","7q22.1"
"ACIN1","Approved symbol","ACIN1","apoptotic chromatin condensation inducer 1","HGNC:17066","14q11.2"
"ACKR2","Approved symbol","ACKR2","atypical chemokine receptor 2","HGNC:1565","3p22.1"
"ACKR3","Approved symbol","ACKR3","atypical chemokine receptor 3","HGNC:23692","2q37.3"
"ACKR4","Approved symbol","ACKR4","atypical chemokine receptor 4","HGNC:1611","3q22.1"
"ACLY","Approved symbol","ACLY","ATP citrate lyase","HGNC:115","17q21.2"
"ACMSD","Approved symbol","ACMSD","aminocarboxymuconate semialdehyde decarboxylase","HGNC:19288","2q21.3"
"ACO1","Approved symbol","ACO1","aconitase 1","HGNC:117","9p21.1"
"ACO2","Approved symbol","ACO2","aconitase 2","HGNC:118","22q13.2"
"ACOT1","Approved symbol","ACOT1","acyl-CoA thioesterase 1","HGNC:33128","14q24.3"
"ACOT11","Approved symbol","ACOT11","acyl-CoA thioesterase 11","HGNC:18156","1p32.3"
"ACOT13","Approved symbol","ACOT13","acyl-CoA thioesterase 13","HGNC:20999","6p22.3"
"ACOT2","Approved symbol","ACOT2","acyl-CoA thioesterase 2","HGNC:18431","14q24.3"
"ACOT4","Approved symbol","ACOT4","acyl-CoA thioesterase 4","HGNC:19748","14q24.3"
"ACOT7","Approved symbol","ACOT7","acyl-CoA thioesterase 7","HGNC:24157","1p36.31"
"ACOT8","Approved symbol","ACOT8","acyl-CoA thioesterase 8","HGNC:15919","20q13.12"
"ACOT9","Approved symbol","ACOT9","acyl-CoA thioesterase 9","HGNC:17152","Xp22.11"
"ACOX1","Approved symbol","ACOX1","acyl-CoA oxidase 1","HGNC:119","17q25.1"
"ACOX3","Approved symbol","ACOX3","acyl-CoA oxidase 3, pristanoyl","HGNC:121","4p16.1"
"ACOXL","Approved symbol","ACOXL","acyl-CoA oxidase like","HGNC:25621","2q13"
"ACP1","Approved symbol","ACP1","acid phosphatase 1","HGNC:122","2p25.3"
"ACP1","Alias symbol","NDUFAB1","NADH:ubiquinone oxidoreductase subunit AB1","HGNC:7694","16p12.2"
"ACP2","Approved symbol","ACP2","acid phosphatase 2, lysosomal","HGNC:123","11p11.2"
"ACP5","Approved symbol","ACP5","acid phosphatase 5, tartrate resistant","HGNC:124","19p13.2"
"ACP6","Approved symbol","ACP6","acid phosphatase 6, lysophosphatidic","HGNC:29609","1q21.2"
"ACRBP","Approved symbol","ACRBP","acrosin binding protein","HGNC:17195","12p13.31"
"ACRC","Previous symbol","GCNA","germ cell nuclear acidic peptidase","HGNC:15805","Xq13.1"
"ACRV1","Approved symbol","ACRV1","acrosomal vesicle protein 1","HGNC:127","11q24.2"
"ACSBG1","Approved symbol","ACSBG1","acyl-CoA synthetase bubblegum family member 1","HGNC:29567","15q25.1"
"ACSBG2","Approved symbol","ACSBG2","acyl-CoA synthetase bubblegum family member 2","HGNC:24174","19p13.3"
"ACSF2","Approved symbol","ACSF2","acyl-CoA synthetase family member 2","HGNC:26101","17q21.33"
"ACSF3","Approved symbol","ACSF3","acyl-CoA synthetase family member 3","HGNC:27288","16q24.3"
"ACSL1","Approved symbol","ACSL1","acyl-CoA synthetase long chain family member 1","HGNC:3569","4q35.1"
"ACSL3","Approved symbol","ACSL3","acyl-CoA synthetase long chain family member 3","HGNC:3570","2q36.1"
"ACSL4","Approved symbol","ACSL4","acyl-CoA synthetase long chain family member 4","HGNC:3571","Xq23"
"ACSL5","Approved symbol","ACSL5","acyl-CoA synthetase long chain family member 5","HGNC:16526","10q25.2"
"ACSL6","Approved symbol","ACSL6","acyl-CoA synthetase long chain family member 6","HGNC:16496","5q31.1"
"ACSM1","Approved symbol","ACSM1","acyl-CoA synthetase medium chain family member 1","HGNC:18049","16p12.3"
"ACSM2A","Approved symbol","ACSM2A","acyl-CoA synthetase medium chain family member 2A","HGNC:32017","16p12.3"
"ACSM3","Approved symbol","ACSM3","acyl-CoA synthetase medium chain family member 3","HGNC:10522","16p12.3"
"ACSS1","Approved symbol","ACSS1","acyl-CoA synthetase short chain family member 1","HGNC:16091","20p11.21"
"ACSS2","Approved symbol","ACSS2","acyl-CoA synthetase short chain family member 2","HGNC:15814","20q11.22"
"ACTA1","Approved symbol","ACTA1","actin alpha 1, skeletal muscle","HGNC:129","1q42.13"
"ACTA2","Approved symbol","ACTA2","actin alpha 2, smooth muscle","HGNC:130","10q23.31"
"ACTA2-AS1","Approved symbol","ACTA2-AS1","ACTA2 antisense RNA 1","HGNC:45169","10q23.31"
"ACTB","Approved symbol","ACTB","actin beta","HGNC:132","7p22.1"
"ACTG1","Approved symbol","ACTG1","actin gamma 1","HGNC:144","17q25.3"
"ACTL10","Approved symbol","ACTL10","actin like 10","HGNC:16127","20q11.22"
"ACTL6A","Approved symbol","ACTL6A","actin like 6A","HGNC:24124","3q26.33"
"ACTL9","Approved symbol","ACTL9","actin like 9","HGNC:28494","19p13.2"
"ACTN1","Approved symbol","ACTN1","actinin alpha 1","HGNC:163","14q24.1"
"ACTN2","Approved symbol","ACTN2","actinin alpha 2","HGNC:164","1q43"
"ACTN3","Approved symbol","ACTN3","actinin alpha 3 (gene/pseudogene)","HGNC:165","11q13.2"
"ACTN4","Approved symbol","ACTN4","actinin alpha 4","HGNC:166","19q13.2"
"ACTR10","Approved symbol","ACTR10","actin related protein 10","HGNC:17372","14q23.1"
"ACTR1A","Approved symbol","ACTR1A","actin related protein 1A","HGNC:167","10q24.32"
"ACTR1B","Approved symbol","ACTR1B","actin related protein 1B","HGNC:168","2q11.2"
"ACTR2","Approved symbol","ACTR2","actin related protein 2","HGNC:169","2p14"
"ACTR3","Approved symbol","ACTR3","actin related protein 3","HGNC:170","2q14.1"
"ACTR3B","Approved symbol","ACTR3B","actin related protein 3B","HGNC:17256","7q36.1-q36.2"
"ACTR3C","Approved symbol","ACTR3C","actin related protein 3C","HGNC:37282","7q36.1"
"ACTR5","Approved symbol","ACTR5","actin related protein 5","HGNC:14671","20q11.23"
"ACTR6","Approved symbol","ACTR6","actin related protein 6","HGNC:24025","12q23.1"
"ACTR8","Approved symbol","ACTR8","actin related protein 8","HGNC:14672","3p21.1"
"ACTRT3","Approved symbol","ACTRT3","actin related protein T3","HGNC:24022","3q26.2"
"ACVR1","Approved symbol","ACVR1","activin A receptor type 1","HGNC:171","2q24.1"
"ACVR1B","Approved symbol","ACVR1B","activin A receptor type 1B","HGNC:172","12q13.13"
"ACVR1C","Approved symbol","ACVR1C","activin A receptor type 1C","HGNC:18123","2q24.1"
"ACVR2A","Approved symbol","ACVR2A","activin A receptor type 2A","HGNC:173","2q22.3-q23.1"
"ACVR2B","Approved symbol","ACVR2B","activin A receptor type 2B","HGNC:174","3p22.2"
"ACVR2B-AS1","Approved symbol","ACVR2B-AS1","ACVR2B antisense RNA 1","HGNC:44161","3p22.2"
"ACY1","Approved symbol","ACY1","aminoacylase 1","HGNC:177","3p21.2"
"ACY3","Approved symbol","ACY3","aminoacylase 3","HGNC:24104","11q13.2"
"ACYP1","Approved symbol","ACYP1","acylphosphatase 1","HGNC:179","14q24.3"
"ACYP2","Approved symbol","ACYP2","acylphosphatase 2","HGNC:180","2p16.2"
"AD000671.6","Unmatched","","","",""
"AD000684.2","Unmatched","","","",""
"AD000864.6","Unmatched","","","",""
"ADA","Approved symbol","ADA","adenosine deaminase","HGNC:186","20q13.12"
"ADAD2","Approved symbol","ADAD2","adenosine deaminase domain containing 2","HGNC:30714","16q24.1"
"ADAL","Approved symbol","ADAL","adenosine deaminase like","HGNC:31853","15q15.3"
"ADAM10","Approved symbol","ADAM10","ADAM metallopeptidase domain 10","HGNC:188","15q21.3"
"ADAM11","Approved symbol","ADAM11","ADAM metallopeptidase domain 11","HGNC:189","17q21.31"
"ADAM15","Approved symbol","ADAM15","ADAM metallopeptidase domain 15","HGNC:193","1q21.3"
"ADAM17","Approved symbol","ADAM17","ADAM metallopeptidase domain 17","HGNC:195","2p25.1"
"ADAM19","Approved symbol","ADAM19","ADAM metallopeptidase domain 19","HGNC:197","5q33.3"
"ADAM20","Approved symbol","ADAM20","ADAM metallopeptidase domain 20","HGNC:199","14q24.2"
"ADAM20P1","Approved symbol","ADAM20P1","ADAM metallopeptidase domain 20 pseudogene 1","HGNC:20102","14q24.2"
"ADAM22","Approved symbol","ADAM22","ADAM metallopeptidase domain 22","HGNC:201","7q21.12"
"ADAM23","Approved symbol","ADAM23","ADAM metallopeptidase domain 23","HGNC:202","2q33.3"
"ADAM23","Alias symbol","ADAM28","ADAM metallopeptidase domain 28","HGNC:206","8p21.2"
"ADAM28","Approved symbol","ADAM28","ADAM metallopeptidase domain 28","HGNC:206","8p21.2"
"ADAM8","Approved symbol","ADAM8","ADAM metallopeptidase domain 8","HGNC:215","10q26.3"
"ADAM9","Approved symbol","ADAM9","ADAM metallopeptidase domain 9","HGNC:216","8p11.22"
"ADAMTS1","Approved symbol","ADAMTS1","ADAM metallopeptidase with thrombospondin type 1 motif 1","HGNC:217","21q21.3"
"ADAMTS10","Approved symbol","ADAMTS10","ADAM metallopeptidase with thrombospondin type 1 motif 10","HGNC:13201","19p13.2"
"ADAMTS13","Approved symbol","ADAMTS13","ADAM metallopeptidase with thrombospondin type 1 motif 13","HGNC:1366","9q34.2"
"ADAMTS14","Approved symbol","ADAMTS14","ADAM metallopeptidase with thrombospondin type 1 motif 14","HGNC:14899","10q22.1"
"ADAMTS16","Approved symbol","ADAMTS16","ADAM metallopeptidase with thrombospondin type 1 motif 16","HGNC:17108","5p15.32"
"ADAMTS17","Approved symbol","ADAMTS17","ADAM metallopeptidase with thrombospondin type 1 motif 17","HGNC:17109","15q26.3"
"ADAMTS4","Approved symbol","ADAMTS4","ADAM metallopeptidase with thrombospondin type 1 motif 4","HGNC:220","1q23.3"
"ADAMTS6","Approved symbol","ADAMTS6","ADAM metallopeptidase with thrombospondin type 1 motif 6","HGNC:222","5q12.3"
"ADAMTS7","Approved symbol","ADAMTS7","ADAM metallopeptidase with thrombospondin type 1 motif 7","HGNC:223","15q25.1"
"ADAMTS8","Approved symbol","ADAMTS8","ADAM metallopeptidase with thrombospondin type 1 motif 8","HGNC:224","11q24.3"
"ADAMTSL3","Approved symbol","ADAMTSL3","ADAMTS like 3","HGNC:14633","15q25.2"
"ADAMTSL4","Approved symbol","ADAMTSL4","ADAMTS like 4","HGNC:19706","1q21.2"
"ADAMTSL4-AS1","Approved symbol","ADAMTSL4-AS1","ADAMTSL4 antisense RNA 1","HGNC:32041","1q21.2"
"ADAMTSL5","Approved symbol","ADAMTSL5","ADAMTS like 5","HGNC:27912","19p13.3"
"ADAP1","Approved symbol","ADAP1","ArfGAP with dual PH domains 1","HGNC:16486","7p22.3"
"ADAP2","Approved symbol","ADAP2","ArfGAP with dual PH domains 2","HGNC:16487","17q11.2"
"ADAR","Approved symbol","ADAR","adenosine deaminase RNA specific","HGNC:225","1q21.3"
"ADARB1","Approved symbol","ADARB1","adenosine deaminase RNA specific B1","HGNC:226","21q22.3"
"ADARB2","Approved symbol","ADARB2","adenosine deaminase RNA specific B2 (inactive)","HGNC:227","10p15.3"
"ADAT1","Approved symbol","ADAT1","adenosine deaminase tRNA specific 1","HGNC:228","16q23.1"
"ADAT2","Approved symbol","ADAT2","adenosine deaminase tRNA specific 2","HGNC:21172","6q24.2"
"ADAT3","Approved symbol","ADAT3","adenosine deaminase tRNA specific 3","HGNC:25151","19p13.3"
"ADCK1","Approved symbol","ADCK1","aarF domain containing kinase 1","HGNC:19038","14q24.3"
"ADCK2","Approved symbol","ADCK2","aarF domain containing kinase 2","HGNC:19039","7q34"
"ADCK3","Previous symbol","COQ8A","coenzyme Q8A","HGNC:16812","1q42.13"
"ADCK4","Previous symbol","COQ8B","coenzyme Q8B","HGNC:19041","19q13.2"
"ADCK5","Approved symbol","ADCK5","aarF domain containing kinase 5","HGNC:21738","8q24.3"
"ADCY1","Approved symbol","ADCY1","adenylate cyclase 1","HGNC:232","7p12.3"
"ADCY3","Approved symbol","ADCY3","adenylate cyclase 3","HGNC:234","2p23.3"
"ADCY3","Previous symbol","ADCY8","adenylate cyclase 8","HGNC:239","8q24.22"
"ADCY4","Approved symbol","ADCY4","adenylate cyclase 4","HGNC:235","14q12"
"ADCY5","Approved symbol","ADCY5","adenylate cyclase 5","HGNC:236","3q21.1"
"ADCY6","Approved symbol","ADCY6","adenylate cyclase 6","HGNC:237","12q13.12"
"ADCY7","Approved symbol","ADCY7","adenylate cyclase 7","HGNC:238","16q12.1"
"ADCY9","Approved symbol","ADCY9","adenylate cyclase 9","HGNC:240","16p13.3"
"ADD1","Approved symbol","ADD1","adducin 1","HGNC:243","4p16.3"
"ADD2","Approved symbol","ADD2","adducin 2","HGNC:244","2p13.3"
"ADD3","Approved symbol","ADD3","adducin 3","HGNC:245","10q25.1-q25.2"
"ADD3-AS1","Approved symbol","ADD3-AS1","ADD3 antisense RNA 1","HGNC:48682","10q25.1"
"ADGRA2","Approved symbol","ADGRA2","adhesion G protein-coupled receptor A2","HGNC:17849","8p11.23"
"ADGRA3","Approved symbol","ADGRA3","adhesion G protein-coupled receptor A3","HGNC:13839","4p15.2"
"ADGRB1","Approved symbol","ADGRB1","adhesion G protein-coupled receptor B1","HGNC:943","8q24.3"
"ADGRB2","Approved symbol","ADGRB2","adhesion G protein-coupled receptor B2","HGNC:944","1p35.2"
"ADGRD1","Approved symbol","ADGRD1","adhesion G protein-coupled receptor D1","HGNC:19893","12q24.33"
"ADGRE1","Approved symbol","ADGRE1","adhesion G protein-coupled receptor E1","HGNC:3336","19p13.3-p13.2"
"ADGRE2","Approved symbol","ADGRE2","adhesion G protein-coupled receptor E2","HGNC:3337","19p13.12"
"ADGRE5","Approved symbol","ADGRE5","adhesion G protein-coupled receptor E5","HGNC:1711","19p13.12"
"ADGRF3","Approved symbol","ADGRF3","adhesion G protein-coupled receptor F3","HGNC:18989","2p23.3"
"ADGRG1","Approved symbol","ADGRG1","adhesion G protein-coupled receptor G1","HGNC:4512","16q21"
"ADGRG2","Approved symbol","ADGRG2","adhesion G protein-coupled receptor G2","HGNC:4516","Xp22.13"
"ADGRG5","Approved symbol","ADGRG5","adhesion G protein-coupled receptor G5","HGNC:19010","16q21"
"ADGRG6","Approved symbol","ADGRG6","adhesion G protein-coupled receptor G6","HGNC:13841","6q24.2"
"ADGRL1","Approved symbol","ADGRL1","adhesion G protein-coupled receptor L1","HGNC:20973","19p13.12"
"ADGRL2","Approved symbol","ADGRL2","adhesion G protein-coupled receptor L2","HGNC:18582","1p31.1"
"ADGRV1","Approved symbol","ADGRV1","adhesion G protein-coupled receptor V1","HGNC:17416","5q14.3"
"ADH5","Approved symbol","ADH5","alcohol dehydrogenase 5 (class III), chi polypeptide","HGNC:253","4q23"
"ADHFE1","Approved symbol","ADHFE1","alcohol dehydrogenase iron containing 1","HGNC:16354","8q13.1"
"ADI1","Approved symbol","ADI1","acireductone dioxygenase 1","HGNC:30576","2p25.3"
"ADIPOR1","Approved symbol","ADIPOR1","adiponectin receptor 1","HGNC:24040","1q32.1"
"ADIPOR2","Approved symbol","ADIPOR2","adiponectin receptor 2","HGNC:24041","12p13.33"
"ADIRF","Approved symbol","ADIRF","adipogenesis regulatory factor","HGNC:24043","10q23.2"
"ADIRF-AS1","Approved symbol","ADIRF-AS1","ADIRF antisense RNA 1","HGNC:45127","10q23.2"
"ADK","Approved symbol","ADK","adenosine kinase","HGNC:257","10q22.2"
"ADM","Approved symbol","ADM","adrenomedullin","HGNC:259","11p15.4"
"ADM2","Approved symbol","ADM2","adrenomedullin 2","HGNC:28898","22q13.33"
"ADM5","Approved symbol","ADM5","adrenomedullin 5 (putative)","HGNC:27293","19q13.33"
"ADNP","Approved symbol","ADNP","activity dependent neuroprotector homeobox","HGNC:15766","20q13.13"
"ADNP-AS1","Approved symbol","ADNP-AS1","ADNP antisense RNA 1","HGNC:51227","20q13.13"
"ADNP2","Approved symbol","ADNP2","ADNP homeobox 2","HGNC:23803","18q23"
"ADO","Approved symbol","ADO","2-aminoethanethiol dioxygenase","HGNC:23506","10q21.3"
"ADORA2A","Approved symbol","ADORA2A","adenosine A2a receptor","HGNC:263","22q11.23"
"ADORA2A-AS1","Approved symbol","ADORA2A-AS1","ADORA2A antisense RNA 1","HGNC:37122","22q11.23"
"ADORA2B","Approved symbol","ADORA2B","adenosine A2b receptor","HGNC:264","17p12"
"ADPGK","Approved symbol","ADPGK","ADP dependent glucokinase","HGNC:25250","15q24.1"
"ADPGK-AS1","Approved symbol","ADPGK-AS1","ADPGK antisense RNA 1","HGNC:44144","15q24.1"
"ADPRH","Approved symbol","ADPRH","ADP-ribosylarginine hydrolase","HGNC:269","3q13.33"
"ADPRHL1","Approved symbol","ADPRHL1","ADP-ribosylhydrolase like 1","HGNC:21303","13q34"
"ADPRHL2","Previous symbol","ADPRS","ADP-ribosylserine hydrolase","HGNC:21304","1p34.3"
"ADPRM","Approved symbol","ADPRM","ADP-ribose/CDP-alcohol diphosphatase, manganese dependent","HGNC:30925","17p13.1"
"ADRA2B","Approved symbol","ADRA2B","adrenoceptor alpha 2B","HGNC:282","2q11.2"
"ADRB2","Approved symbol","ADRB2","adrenoceptor beta 2","HGNC:286","5q32"
"ADRBK1","Previous symbol","GRK2","G protein-coupled receptor kinase 2","HGNC:289","11q13.2"
"ADRBK2","Previous symbol","GRK3","G protein-coupled receptor kinase 3","HGNC:290","22q12.1"
"ADRM1","Approved symbol","ADRM1","adhesion regulating molecule 1","HGNC:15759","20q13.33"
"ADSL","Approved symbol","ADSL","adenylosuccinate lyase","HGNC:291","22q13.1"
"ADSS","Previous symbol","ADSS2","adenylosuccinate synthase 2","HGNC:292","1q44"
"ADSSL1","Previous symbol","ADSS1","adenylosuccinate synthase 1","HGNC:20093","14q32.33"
"ADTRP","Approved symbol","ADTRP","androgen dependent TFPI regulating protein","HGNC:21214","6p24.1"
"AE000658.22","Unmatched","","","",""
"AE000658.31","Unmatched","","","",""
"AE000661.37","Unmatched","","","",""
"AEBP1","Approved symbol","AEBP1","AE binding protein 1","HGNC:303","7p13"
"AEBP2","Approved symbol","AEBP2","AE binding protein 2","HGNC:24051","12p12.3"
"AEN","Approved symbol","AEN","apoptosis enhancing nuclease","HGNC:25722","15q26.1"
"AES","Previous symbol","TLE5","TLE family member 5, transcriptional modulator","HGNC:307","19p13.3"
"AF001548.5","Unmatched","","","",""
"AF001548.6","Unmatched","","","",""
"AF011889.2","Unmatched","","","",""
"AF011889.5","Unmatched","","","",""
"AF127577.13","Unmatched","","","",""
"AF127936.7","Unmatched","","","",""
"AF127936.9","Unmatched","","","",""
"AF129075.5","Unmatched","","","",""
"AF131215.2","Unmatched","","","",""
"AF131215.3","Unmatched","","","",""
"AF131215.4","Unmatched","","","",""
"AF131215.8","Unmatched","","","",""
"AF131215.9","Unmatched","","","",""
"AF131216.1","Unmatched","","","",""
"AF131216.6","Unmatched","","","",""
"AF131217.1","Unmatched","","","",""
"AF146191.4","Unmatched","","","",""
"AF165138.7","Unmatched","","","",""
"AF196972.9","Unmatched","","","",""
"AF230666.2","Unmatched","","","",""
"AFAP1","Approved symbol","AFAP1","actin filament associated protein 1","HGNC:24017","4p16.1"
